Transaction_ID,Product_ID,Product_Name,Category,Units_Sold,Standard_Retail_Price,Promo_Discount_Rate,Selling_Price_Per_Unit,Gross_Revenue,Net_Revenue,Total_COGS,Shipping_Mode,Shipping_Cost,Return_Status,Marketing_Spend_Allocated,Discount_value,Return_Deficit,True_Net_profit
T11073,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.10,180.00,200.00,180.00,90.00,Standard,6.00,No,23.81,20,0,60.19
T11074,P003,HydroClean Dishwasher,Smart Home Appliances,2,800.00,0.10,720.00,1600.00,1440.00,800.00,Standard,85.00,No,100.06,160,0,454.94
T11075,P003,HydroClean Dishwasher,Smart Home Appliances,2,800.00,0.00,800.00,1600.00,1600.00,800.00,Express Air,595.00,No,43.50,0,0,161.50
T11076,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.00,300.00,600.00,600.00,300.00,Standard,8.00,No,33.30,0,0,258.70
T11077,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.00,800.00,800.00,800.00,400.00,Express Air,297.50,No,28.01,0,0,74.49
T11078,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,26.25,0,0,119.75
T11079,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,27,60.00,0.30,42.00,1620.00,1134.00,405.00,Standard,20.25,No,470.61,486,0,238.14
T11080,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,14,60.00,0.40,36.00,840.00,504.00,210.00,Standard,10.50,No,227.22,336,0,56.28
T11081,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.05,190.00,200.00,190.00,90.00,Standard,6.00,No,29.29,10,0,64.71
T11082,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.35,650.00,1000.00,650.00,600.00,Standard,0.25,No,68.95,350,0,-19.20
T11083,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.25,750.00,2000.00,1500.00,1200.00,Standard,0.50,No,180.54,500,0,118.96
T11084,P001,Quantum X Smartphone,Premium Electronics,3,1000.00,0.05,950.00,3000.00,2850.00,1800.00,Express Air,5.25,No,242.07,150,0,802.68
T11085,P003,HydroClean Dishwasher,Smart Home Appliances,2,800.00,0.00,800.00,1600.00,1600.00,800.00,Standard,85.00,No,100.06,0,0,614.94
T11086,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,11,60.00,0.30,42.00,660.00,462.00,165.00,Standard,8.25,No,240.02,198,0,48.73
T11087,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.05,950.00,1000.00,950.00,600.00,Standard,0.25,No,97.25,50,0,252.50
T11088,P001,Quantum X Smartphone,Premium Electronics,4,1000.00,0.05,950.00,4000.00,3800.00,2400.00,Standard,1.00,No,383.40,200,0,1015.60
T11089,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.35,650.00,2000.00,1300.00,1200.00,Standard,0.50,Yes,130.94,700,1315,-1346.44
T11090,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.05,190.00,200.00,190.00,90.00,Standard,6.00,Yes,26.20,10,205,-137.20
T11091,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.35,650.00,2000.00,1300.00,1200.00,Standard,0.50,No,89.44,700,0,10.06
T11092,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,22,60.00,0.15,51.00,1320.00,1122.00,330.00,Standard,16.50,No,401.50,198,0,374.00
T11093,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.00,1000.00,2000.00,2000.00,1200.00,Standard,0.50,No,169.80,0,0,629.70
T11094,P002,Aura Soundbar 360,Premium Electronics,3,300.00,0.10,270.00,900.00,810.00,450.00,Standard,12.00,No,35.25,90,0,312.75
T11095,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.05,285.00,600.00,570.00,300.00,Standard,8.00,No,35.12,30,0,226.88
T11096,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.10,900.00,2000.00,1800.00,1200.00,Standard,0.50,No,118.94,200,0,480.56
T11097,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,20.36,0,0,125.64
T11098,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.10,720.00,800.00,720.00,400.00,Standard,42.50,No,39.57,80,0,237.93
T11099,P002,Aura Soundbar 360,Premium Electronics,4,300.00,0.00,300.00,1200.00,1200.00,600.00,Standard,16.00,No,57.56,0,0,526.44
T11100,P003,HydroClean Dishwasher,Smart Home Appliances,2,800.00,0.10,720.00,1600.00,1440.00,800.00,Standard,85.00,No,53.16,160,0,501.84
T11101,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.00,1000.00,1000.00,1000.00,600.00,Express Air,1.75,No,58.91,0,0,339.34
T11102,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.25,750.00,1000.00,750.00,600.00,Standard,0.25,No,41.25,250,0,108.50
T11103,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.00,1000.00,1000.00,1000.00,600.00,Standard,0.25,No,70.96,0,0,328.79
T11104,P002,Aura Soundbar 360,Premium Electronics,4,300.00,0.10,270.00,1200.00,1080.00,600.00,Standard,16.00,No,70.48,120,0,393.52
T11105,P003,HydroClean Dishwasher,Smart Home Appliances,2,800.00,0.05,760.00,1600.00,1520.00,800.00,Express Air,595.00,No,66.88,80,0,58.12
T11106,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,14,60.00,0.15,51.00,840.00,714.00,210.00,Standard,10.50,No,197.54,126,0,295.96
T11107,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,18,60.00,0.00,60.00,1080.00,1080.00,270.00,Standard,13.50,No,311.22,0,0,485.28
T11108,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,21,60.00,0.30,42.00,1260.00,882.00,315.00,Standard,15.75,No,229.32,378,0,321.93
T11109,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.05,760.00,800.00,760.00,400.00,Standard,42.50,No,27.87,40,0,289.63
T11110,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.00,1000.00,1000.00,1000.00,600.00,Standard,0.25,No,98.39,0,0,301.36
T11111,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.05,950.00,1000.00,950.00,600.00,Express Air,1.75,Yes,41.92,50,965,-658.67
T11112,P005,EcoBreeze Air Purifier,Smart Home Appliances,3,200.00,0.05,190.00,600.00,570.00,270.00,Standard,18.00,No,53.22,30,0,228.78
T11113,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,24,60.00,0.15,51.00,1440.00,1224.00,360.00,Standard,18.00,No,312.00,216,0,534.00
T11114,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.25,750.00,1000.00,750.00,600.00,Standard,0.25,No,90.93,250,0,58.82
T11115,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,11,60.00,0.30,42.00,660.00,462.00,165.00,Standard,8.25,Yes,231.66,198,477,-419.91
T11116,P001,Quantum X Smartphone,Premium Electronics,5,1000.00,0.00,1000.00,5000.00,5000.00,3000.00,Standard,1.25,No,347.65,0,0,1651.10
T11117,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.05,190.00,200.00,190.00,90.00,Standard,6.00,Yes,14.90,10,205,-125.90
T11118,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,24,60.00,0.50,30.00,1440.00,720.00,360.00,Standard,18.00,Yes,534.48,720,735,-927.48
T11119,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,20,60.00,0.30,42.00,1200.00,840.00,300.00,Standard,15.00,No,148.80,360,0,376.20
T11120,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.00,800.00,800.00,800.00,400.00,Standard,42.50,No,45.64,0,0,311.86
T11121,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,No,24.58,0,0,79.42
T11122,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.15,170.00,200.00,170.00,90.00,Standard,6.00,No,11.14,30,0,62.86
T11123,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.05,190.00,200.00,190.00,90.00,Standard,6.00,No,10.77,10,0,83.23
T11124,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,No,10.62,0,0,93.38
T11125,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Express Air,28.00,No,22.74,0,0,99.26
T11126,P001,Quantum X Smartphone,Premium Electronics,4,1000.00,0.10,900.00,4000.00,3600.00,2400.00,Express Air,7.00,No,341.80,400,0,851.20
T11127,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,19,60.00,0.30,42.00,1140.00,798.00,285.00,Standard,14.25,No,267.33,342,0,231.42
T11128,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,26,60.00,0.15,51.00,1560.00,1326.00,390.00,Standard,19.50,No,271.96,234,0,644.54
T11129,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.35,650.00,1000.00,650.00,600.00,Standard,0.25,Yes,81.24,350,665,-696.49
T11130,P001,Quantum X Smartphone,Premium Electronics,4,1000.00,0.10,900.00,4000.00,3600.00,2400.00,Standard,1.00,No,221.76,400,0,977.24
T11131,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,34,60.00,0.30,42.00,2040.00,1428.00,510.00,Standard,25.50,No,777.92,612,0,114.58
T11132,P003,HydroClean Dishwasher,Smart Home Appliances,3,800.00,0.10,720.00,2400.00,2160.00,1200.00,Standard,127.50,No,108.72,240,0,723.78
T11133,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,18,60.00,0.30,42.00,1080.00,756.00,270.00,Standard,13.50,No,129.42,324,0,343.08
T11134,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,19,60.00,0.40,36.00,1140.00,684.00,285.00,Standard,14.25,Yes,147.63,456,699,-461.88
T11135,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.35,650.00,1000.00,650.00,600.00,Express Air,1.75,No,63.86,350,0,-15.61
T11136,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,15.14,0,0,130.86
T11137,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.15,170.00,200.00,170.00,90.00,Standard,6.00,No,16.67,30,0,57.33
T11138,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.05,760.00,800.00,760.00,400.00,Standard,42.50,No,47.44,40,0,270.06
T11139,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,20,60.00,0.30,42.00,1200.00,840.00,300.00,Standard,15.00,No,156.80,360,0,368.20
T11140,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.10,900.00,1000.00,900.00,600.00,Express Air,1.75,No,83.78,100,0,214.47
T11141,P001,Quantum X Smartphone,Premium Electronics,3,1000.00,0.25,750.00,3000.00,2250.00,1800.00,Standard,0.75,No,295.68,750,0,153.57
T11142,P003,HydroClean Dishwasher,Smart Home Appliances,4,800.00,0.00,800.00,3200.00,3200.00,1600.00,Standard,170.00,No,173.56,0,0,1256.44
T11143,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,18,60.00,0.30,42.00,1080.00,756.00,270.00,Express Air,94.50,No,328.86,324,0,62.64
T11144,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.10,720.00,800.00,720.00,400.00,Standard,42.50,No,41.19,80,0,236.31
T11145,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.00,300.00,600.00,600.00,300.00,Standard,8.00,No,20.00,0,0,272.00
T11146,P001,Quantum X Smartphone,Premium Electronics,4,1000.00,0.25,750.00,4000.00,3000.00,2400.00,Standard,1.00,No,306.04,1000,0,292.96
T11147,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.05,190.00,200.00,190.00,90.00,Standard,6.00,No,29.28,10,0,64.72
T11148,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.00,800.00,800.00,800.00,400.00,Express Air,297.50,No,34.96,0,0,67.54
T11149,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Express Air,42.00,No,15.05,0,0,52.95
T11150,P003,HydroClean Dishwasher,Smart Home Appliances,3,800.00,0.00,800.00,2400.00,2400.00,1200.00,Express Air,892.50,No,81.75,0,0,225.75
T11151,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,21,60.00,0.50,30.00,1260.00,630.00,315.00,Standard,15.75,Yes,307.02,630,645,-652.77
T11152,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,13.90,0,0,132.10
T11153,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,22,60.00,0.15,51.00,1320.00,1122.00,330.00,Standard,16.50,No,151.80,198,0,623.70
T11154,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.00,1000.00,1000.00,1000.00,600.00,Standard,0.25,No,48.96,0,0,350.79
T11155,P001,Quantum X Smartphone,Premium Electronics,4,1000.00,0.10,900.00,4000.00,3600.00,2400.00,Express Air,7.00,No,254.80,400,0,938.20
T11156,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,15.79,0,0,130.21
T11157,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,22,60.00,0.50,30.00,1320.00,660.00,330.00,Standard,16.50,No,222.20,660,0,91.30
T11158,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.05,950.00,1000.00,950.00,600.00,Standard,0.25,No,85.65,50,0,264.10
T11159,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.05,950.00,1000.00,950.00,600.00,Standard,0.25,No,58.80,50,0,290.95
T11160,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.10,270.00,600.00,540.00,300.00,Standard,8.00,No,55.92,60,0,176.08
T11161,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,20.50,0,0,125.50
T11162,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.25,750.00,1000.00,750.00,600.00,Standard,0.25,No,72.88,250,0,76.87
T11163,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,26,60.00,0.00,60.00,1560.00,1560.00,390.00,Standard,19.50,No,478.14,0,0,672.36
T11164,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.35,650.00,1000.00,650.00,600.00,Express Air,1.75,No,98.71,350,0,-50.46
T11165,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.05,950.00,2000.00,1900.00,1200.00,Standard,0.50,No,197.72,100,0,501.78
T11166,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,18,60.00,0.40,36.00,1080.00,648.00,270.00,Standard,13.50,Yes,95.04,432,663,-393.54
T11167,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,25,60.00,0.00,60.00,1500.00,1500.00,375.00,Standard,18.75,No,496.00,0,0,610.25
T11168,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.00,800.00,800.00,800.00,400.00,Standard,42.50,No,59.04,0,0,298.46
T11169,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.05,190.00,200.00,190.00,90.00,Standard,6.00,No,10.36,10,0,83.64
T11170,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.35,650.00,1000.00,650.00,600.00,Standard,0.25,No,51.36,350,0,-1.61
T11171,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,16,60.00,0.00,60.00,960.00,960.00,240.00,Standard,12.00,No,162.88,0,0,545.12
T11172,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,17,60.00,0.30,42.00,1020.00,714.00,255.00,Standard,12.75,Yes,290.70,306,729,-573.45
T11173,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.10,270.00,300.00,270.00,150.00,Standard,4.00,No,19.90,30,0,96.10
T11174,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.05,950.00,2000.00,1900.00,1200.00,Standard,0.50,No,179.04,100,0,520.46
T11175,P001,Quantum X Smartphone,Premium Electronics,4,1000.00,0.25,750.00,4000.00,3000.00,2400.00,Standard,1.00,No,308.68,1000,0,290.32
T11176,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,22,60.00,0.50,30.00,1320.00,660.00,330.00,Standard,16.50,No,455.40,660,0,-141.90
T11177,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,19,60.00,0.30,42.00,1140.00,798.00,285.00,Standard,14.25,No,113.81,342,0,384.94
T11178,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,No,20.62,0,0,83.38
T11179,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.25,750.00,1000.00,750.00,600.00,Standard,0.25,Yes,67.20,250,765,-682.45
T11180,P003,HydroClean Dishwasher,Smart Home Appliances,2,800.00,0.05,760.00,1600.00,1520.00,800.00,Express Air,595.00,No,49.04,80,0,75.96
T11181,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.05,950.00,1000.00,950.00,600.00,Standard,0.25,No,63.29,50,0,286.46
T11182,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.10,900.00,1000.00,900.00,600.00,Standard,0.25,No,50.24,100,0,249.51
T11183,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,18,60.00,0.50,30.00,1080.00,540.00,270.00,Standard,13.50,No,122.40,540,0,134.10
T11184,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,26,60.00,0.40,36.00,1560.00,936.00,390.00,Standard,19.50,No,614.38,624,0,-87.88
T11185,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,23,60.00,0.00,60.00,1380.00,1380.00,345.00,Standard,17.25,No,289.80,0,0,727.95
T11186,P003,HydroClean Dishwasher,Smart Home Appliances,5,800.00,0.00,800.00,4000.00,4000.00,2000.00,Standard,212.50,No,109.60,0,0,1677.90
T11187,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,29,60.00,0.15,51.00,1740.00,1479.00,435.00,Standard,21.75,Yes,324.51,261,1494,-796.26
T11188,P001,Quantum X Smartphone,Premium Electronics,5,1000.00,0.05,950.00,5000.00,4750.00,3000.00,Standard,1.25,No,376.30,250,0,1372.45
T11189,P001,Quantum X Smartphone,Premium Electronics,3,1000.00,0.35,650.00,3000.00,1950.00,1800.00,Standard,0.75,No,123.99,1050,0,25.26
T11190,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,19,60.00,0.40,36.00,1140.00,684.00,285.00,Standard,14.25,No,356.82,456,0,27.93
T11191,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,27,60.00,0.50,30.00,1620.00,810.00,405.00,Standard,20.25,Yes,341.28,810,825,-781.53
T11192,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.15,170.00,200.00,170.00,90.00,Express Air,42.00,No,26.07,30,0,11.93
T11193,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,No,10.31,0,0,93.69
T11194,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.05,950.00,1000.00,950.00,600.00,Express Air,1.75,No,82.29,50,0,265.96
T11195,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.10,900.00,2000.00,1800.00,1200.00,Standard,0.50,No,109.76,200,0,489.74
T11196,P005,EcoBreeze Air Purifier,Smart Home Appliances,4,200.00,0.05,190.00,800.00,760.00,360.00,Standard,24.00,No,81.12,40,0,294.88
T11197,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.25,750.00,1000.00,750.00,600.00,Standard,0.25,Yes,96.31,250,765,-711.56
T11198,P001,Quantum X Smartphone,Premium Electronics,5,1000.00,0.35,650.00,5000.00,3250.00,3000.00,Standard,1.25,No,294.85,1750,0,-46.10
T11199,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.00,800.00,800.00,800.00,400.00,Express Air,297.50,No,49.33,0,0,53.17
T11200,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.35,650.00,1000.00,650.00,600.00,Standard,0.25,No,79.10,350,0,-29.35
T11201,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,23,60.00,0.50,30.00,1380.00,690.00,345.00,Standard,17.25,No,504.16,690,0,-176.41
T11202,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.00,800.00,800.00,800.00,400.00,Standard,42.50,No,20.90,0,0,336.60
T11203,P003,HydroClean Dishwasher,Smart Home Appliances,2,800.00,0.05,760.00,1600.00,1520.00,800.00,Express Air,595.00,No,41.44,80,0,83.56
T11204,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,16,60.00,0.30,42.00,960.00,672.00,240.00,Standard,12.00,No,295.68,288,0,124.32
T11205,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,26,60.00,0.40,36.00,1560.00,936.00,390.00,Standard,19.50,No,179.66,624,0,346.84
T11206,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.05,190.00,200.00,190.00,90.00,Standard,6.00,No,23.59,10,0,70.41
T11207,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.25,750.00,1000.00,750.00,600.00,Standard,0.25,No,93.85,250,0,55.90
T11208,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,20,60.00,0.30,42.00,1200.00,840.00,300.00,Standard,15.00,No,207.40,360,0,317.60
T11209,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.05,190.00,200.00,190.00,90.00,Standard,6.00,No,11.23,10,0,82.77
T11210,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.10,270.00,600.00,540.00,300.00,Standard,8.00,No,38.82,60,0,193.18
T11211,P005,EcoBreeze Air Purifier,Smart Home Appliances,2,200.00,0.05,190.00,400.00,380.00,180.00,Standard,12.00,No,20.38,20,0,167.62
T11212,P003,HydroClean Dishwasher,Smart Home Appliances,4,800.00,0.10,720.00,3200.00,2880.00,1600.00,Standard,170.00,No,135.64,320,0,974.36
T11213,P003,HydroClean Dishwasher,Smart Home Appliances,2,800.00,0.05,760.00,1600.00,1520.00,800.00,Express Air,595.00,No,52.38,80,0,72.62
T11214,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.05,760.00,800.00,760.00,400.00,Standard,42.50,No,55.10,40,0,262.40
T11215,P003,HydroClean Dishwasher,Smart Home Appliances,4,800.00,0.15,680.00,3200.00,2720.00,1600.00,Standard,170.00,No,232.08,480,0,717.92
T11216,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,No,13.60,0,0,90.40
T11217,P003,HydroClean Dishwasher,Smart Home Appliances,3,800.00,0.00,800.00,2400.00,2400.00,1200.00,Express Air,892.50,No,163.47,0,0,144.03
T11218,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.05,285.00,600.00,570.00,300.00,Standard,8.00,Yes,36.36,30,585,-359.36
T11219,P002,Aura Soundbar 360,Premium Electronics,3,300.00,0.10,270.00,900.00,810.00,450.00,Standard,12.00,No,66.27,90,0,281.73
T11220,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,22,60.00,0.30,42.00,1320.00,924.00,330.00,Standard,16.50,No,150.04,396,0,427.46
T11221,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,14,60.00,0.30,42.00,840.00,588.00,210.00,Standard,10.50,No,126.98,252,0,240.52
T11222,P001,Quantum X Smartphone,Premium Electronics,3,1000.00,0.05,950.00,3000.00,2850.00,1800.00,Standard,0.75,No,209.64,150,0,839.61
T11223,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,21,60.00,0.15,51.00,1260.00,1071.00,315.00,Express Air,110.25,No,162.12,189,0,483.63
T11224,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.00,800.00,800.00,800.00,400.00,Standard,42.50,No,48.40,0,0,309.10
T11225,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.00,800.00,800.00,800.00,400.00,Express Air,297.50,No,44.25,0,0,58.25
T11226,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,13.76,0,0,132.24
T11227,P003,HydroClean Dishwasher,Smart Home Appliances,2,800.00,0.00,800.00,1600.00,1600.00,800.00,Standard,85.00,No,88.46,0,0,626.54
T11228,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,No,26.57,0,0,77.43
T11229,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,20.06,0,0,125.94
T11230,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.25,750.00,2000.00,1500.00,1200.00,Standard,0.50,No,131.20,500,0,168.30
T11231,P005,EcoBreeze Air Purifier,Smart Home Appliances,3,200.00,0.05,190.00,600.00,570.00,270.00,Standard,18.00,No,59.73,30,0,222.27
T11232,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.00,300.00,600.00,600.00,300.00,Standard,8.00,No,48.98,0,0,243.02
T11233,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.00,800.00,800.00,800.00,400.00,Standard,42.50,No,49.73,0,0,307.77
T11234,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Express Air,28.00,No,11.60,0,0,110.40
T11235,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.10,900.00,1000.00,900.00,600.00,Standard,0.25,No,43.24,100,0,256.51
T11236,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.00,800.00,800.00,800.00,400.00,Standard,42.50,No,24.04,0,0,333.46
T11237,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,14,60.00,0.15,51.00,840.00,714.00,210.00,Standard,10.50,No,258.02,126,0,235.48
T11238,P003,HydroClean Dishwasher,Smart Home Appliances,3,800.00,0.00,800.00,2400.00,2400.00,1200.00,Express Air,892.50,No,75.27,0,0,232.23
T11239,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,18.23,0,0,127.77
T11240,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.15,170.00,200.00,170.00,90.00,Standard,6.00,No,16.78,30,0,57.22
T11241,P001,Quantum X Smartphone,Premium Electronics,3,1000.00,0.05,950.00,3000.00,2850.00,1800.00,Standard,0.75,No,204.93,150,0,844.32
T11242,P003,HydroClean Dishwasher,Smart Home Appliances,2,800.00,0.00,800.00,1600.00,1600.00,800.00,Express Air,595.00,No,44.62,0,0,160.38
T11243,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.05,950.00,2000.00,1900.00,1200.00,Standard,0.50,No,140.82,100,0,558.68
T11244,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.25,750.00,1000.00,750.00,600.00,Standard,0.25,No,99.52,250,0,50.23
T11245,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,16,60.00,0.00,60.00,960.00,960.00,240.00,Standard,12.00,Yes,208.64,0,975,-475.64
T11246,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,28,60.00,0.30,42.00,1680.00,1176.00,420.00,Standard,21.00,No,696.08,504,0,38.92
